ResponseId,PLZ,Bundesland,Kreis,Stadt.Dummy,EW.km2,Rural.Dummy,EW,Metropol.Dummy,,
R_1mgFK6FPi8SCZhT,4155,Sachsen,Leipzig,Stadt,1992,0,593145,1,,
R_3L1Gikk5J9dCrlX,4155,Sachsen,Leipzig,Stadt,1992,0,593145,1,,
R_29uhegsRkW08AJs,4155,Sachsen,Leipzig,Stadt,1992,0,593145,1,,
R_Z94HLGpFswBDUB3,4155,Sachsen,Leipzig,Stadt,1992,0,593145,1,,
R_3hm9lHY00xBpmyG,4157,Sachsen,Leipzig,Stadt,1992,0,593145,1,,
R_cMiIgnT3mzzIFXj,4157,Sachsen,Leipzig,Stadt,1992,0,593145,1,,
R_3GrmL8A4Y7YxEdd,4157,Sachsen,Leipzig,Stadt,1992,0,593145,1,,
R_WC24qDmheJIWi3v,4157,Sachsen,Leipzig,Stadt,1992,0,593145,1,,
R_237auafKQIP5ivD,4157,Sachsen,Leipzig,Stadt,1992,0,593145,1,,
R_3Lhy7MvEIViAEMU,4157,Sachsen,Leipzig,Stadt,1992,0,593145,1,,
R_3Mil8j5rSau1R84,4157,Sachsen,Leipzig,Stadt,1992,0,593145,1,,
R_2tM7m9dgFx9WQ96,4157,Sachsen,Leipzig,Stadt,1992,0,593145,1,,
R_d6Dg8C9zxGiiYmt,4157,Sachsen,Leipzig,Stadt,1992,0,593145,1,,
R_3fq0k2pHzRQDidW,4157,Sachsen,Leipzig,Stadt,1992,0,593145,1,,
R_vObyVvm2BE6J7BD,4157,Sachsen,Leipzig,Stadt,1992,0,593145,1,,
R_Ycr87ewvXExPXnX,4157,Sachsen,Leipzig,Stadt,1992,0,593145,1,,
R_ZdDKzNH8aTsCB2N,4157,Sachsen,Leipzig,Stadt,1992,0,593145,1,,
R_10Z6QGlF4npSImL,4157,Sachsen,Leipzig,Stadt,1992,0,593145,1,,
R_1igqDVTtRZoXams,4157,Sachsen,Leipzig,Stadt,1992,0,593145,1,,
R_3j8WXJu1e9HyDQ7,4159,Sachsen,Leipzig,Stadt,1992,0,593145,1,,
R_1ewvbzHTtNOiU9i,4177,Sachsen,Leipzig,Stadt,1992,0,593145,1,,
R_3pmcibfMCjX9NmY,4178,Sachsen,Leipzig,Kreis,156,0,258139,0,,
R_1PZvSvWMy9bYtn1,4179,Sachsen,Leipzig,Stadt,1992,0,593145,1,,
R_agZlYk4NfieAuhr,4229,Sachsen,Leipzig,Stadt,1992,0,593145,1,,
R_3EAVvakQwBPVQ5L,4229,Sachsen,Leipzig,Stadt,1992,0,593145,1,,
R_3IWYhfcsWvJYUPX,4275,Sachsen,Leipzig,Stadt,1992,0,593145,1,,
R_1ImVQQ0qRNu4M5U,4277,Sachsen,Leipzig,Stadt,1992,0,593145,1,,
R_2SvlNn4pHngoa6J,4288,Sachsen,Leipzig,Kreis,156,0,258139,0,,
R_ZLjCrxg3Gtz8FHj,4299,Sachsen,Leipzig,Stadt,1992,0,593145,1,,
R_3nABls5e1FjZ9M3,4315,Sachsen,Leipzig,Stadt,1992,0,593145,1,,
R_6Y9Z4feBH9vS881,4316,Sachsen,Leipzig,Kreis,156,0,258139,0,,
R_2zIo6mDVZ7QcI6G,4317,Sachsen,Leipzig,Stadt,1992,0,593145,1,,
R_3nGzNWCQE8e1kUZ,4318,Sachsen,Leipzig,Stadt,1992,0,593145,1,,
R_2D7Y8avF92GBSMG,4318,Sachsen,Leipzig,Stadt,1992,0,593145,1,,
R_R2Y7ctbozoYEV9v,4349,Sachsen,Leipzig,Stadt,1992,0,593145,1,,
R_24BKpl7b447BagN,4442,Sachsen,Leipzig,Kreis,156,0,258139,0,,
R_1BxI0azse3ouGpb,4509,Sachsen,Nordsachsen,Kreis,97,1,197741,0,,
R_126bxdIlkZWSHnN,4509,Sachsen,Nordsachsen,Kreis,97,1,197741,0,,
R_AodObigv8DKEyUp,45128,Nordrhein-Westfalen,Essen,Stadt,2771,0,582760,1,,
R_4MZ131ahlPu3gVX,4600,Thüringen,Altenburger Land,Kreis,157,0,89393,0,,
R_8v3EJSGZUtAGZb3,4600,Thüringen,Altenburger Land,Kreis,157,0,89393,0,,
R_3k1kbReKszYiQxK,4610,Thüringen,Altenburger Land,Kreis,157,0,89393,0,,
R_XzWKJUf4j10iNzz,4668,Sachsen,Leipzig,Kreis,156,0,258139,0,,
R_D1NoSuKvtrZ6O2J,4668,Sachsen,Leipzig,Kreis,156,0,258139,0,,
R_2scZGC64jcuxhTd,4720,Sachsen,Mittelsachsen,Kreis,148,1,62814,0,,
R_12xVq3odBEMAiY1,4758,Sachsen,Nordsachsen,Kreis,97,1,197741,0,,
R_1CkLsYOAx6i8Mv0,4849,Sachsen,Nordsachsen,Kreis,97,1,197741,0,,
R_3G8JQwxkhAUhKLz,6128,Sachsen-Anhalt,Halle Saale,Stadt,1768,0,238762,0,,
R_1IYtI9mrkVKVnpr,6188,Sachsen-Anhalt,Saalekreis,Kreis,128,1,183815,0,,
R_3Gf80U4yzoaGR6x,6217,Sachsen-Anhalt,Saalekreis,Kreis,128,1,183815,0,,
R_2B59eU6ThyXNlTi,6347,Sachsen-Anhalt,Mansfeld-Südharz,Kreis,93,1,134942,0,,
R_10Z3JwWBDJjkUzx,6406,Sachsen-Anhalt,Salzlandkreis,Kreis,138,1,87740,0,,
R_2AMsVofQF5R1gLo,6406,Sachsen-Anhalt,Salzlandkreis,Kreis,138,1,87740,0,,
R_3snSmxuhLGO1jo3,6406,Sachsen-Anhalt,Salzlandkreis,Kreis,138,1,87740,0,,
R_TpE8JopzJL7a3ux,6406,Sachsen-Anhalt,Salzlandkreis,Kreis,138,1,87740,0,,
R_RqTupLdbfyduLZf,6406,Sachsen-Anhalt,Salzlandkreis,Kreis,138,1,87740,0,,
R_rjd1x9kCrgUCe4N,6463,Sachsen-Anhalt,Harz,Kreis,97,1,67064,0,,
R_Rs2Qw1NdSEOsVyh,6502,Sachsen-Anhalt,Harz,Kreis,97,1,67064,0,,
R_2WVfG5gDwiPuRAq,6526,Sachsen-Anhalt,Mansfeld-Südharz,Kreis,93,1,134942,0,,
R_3JwTQQFXPWIhNWT,6628,Sachsen-Anhalt,Burgenlandkreis,Kreis,126,1,178846,0,,
R_3kNv7gyt0LyMGKi,6679,Sachsen-Anhalt,Burgenlandkreis,Kreis,126,1,178846,0,,
R_PtWNMy8h6S8wOc1,6749,Sachsen-Anhalt,Anhalt-Bitterfeld,Kreis,139,1,137016,0,,
R_3NzdEJYmGNRXUJK,6800,Sachsen-Anhalt,Anhalt-Bitterfeld,Kreis,139,1,137016,0,,
R_302IIktQFFOGG4H,6849,Sachsen-Anhalt,Dessau-Roßlau,Stadt,327,0,80103,0,,
R_4IAkv23AuMxdeFz,6886,Sachsen-Anhalt,Wittenberg,Kreis,65,1,124953,0,,
R_pcvnQzDiybO0oAp,6886,Sachsen-Anhalt,Wittenberg,Kreis,65,1,124953,0,,
R_3oyFdI3Nj3Kr6vV,7318,Thüringen,Saalfeld-Rudolstadt,Kreis,108,1,94326,0,,
R_1H5MzdX8GX6K66D,7407,Thüringen,Saalfeld-Rudolstadt,Kreis,108,1,94326,0,,
R_22yIWMVTQs9RMAO,7407,Thüringen,Saalfeld-Rudolstadt,Kreis,108,1,94326,0,,
R_24A8wEybXGTRIJQ,7743,Thüringen,Jena,Stadt,970,0,111343,0,,
R_daqCPNLlPa0k3RL,7747,Thüringen,Jena,Stadt,970,0,111343,0,,
R_3hDSBktoeGPEG98,7747,Thüringen,Jena,Stadt,970,0,111343,0,,
R_1GODZmSeTBLDtcR,7747,Thüringen,Jena,Stadt,970,0,111343,0,,
R_2uKEDE4H759p9H7,7749,Thüringen,Jena,Stadt,970,0,111343,0,,
R_1PSmfJY8hQD1PFz,8056,Sachsen,Zwickau,Kreis,322,0,242961,0,,
R_1mlAhiuTbn9wyTz,8056,Sachsen,Zwickau,Kreis,322,0,242961,0,,
R_241WQX9Umay7gL2,8060,Sachsen,Zwickau,Kreis,322,0,242961,0,,
R_cNGg65auHMwqMEh,8112,Sachsen,Zwickau,Kreis,322,0,242961,0,,
R_1mI5rNVgIuDQhSh,8132,Sachsen,Zwickau,Kreis,322,0,242961,0,,
R_ysUjT7qzsIIEomZ,8209,Sachsen,Vogtlandkreis,Kreis,164,0,217153,0,,
R_7OP5Io9dFhbxADD,8209,Sachsen,Vogtlandkreis,Kreis,164,0,217153,0,,
R_86BBwhexi342XvP,8289,Sachsen,Erzgebirgskreis,Kreis,205,0,121611,0,,
R_2uxkDSPFJMylIdN,8297,Sachsen,Erzgebirgskreis,Kreis,205,0,121611,0,,
R_3MAoNzEUZMiPaSi,8412,Sachsen,Vogtlandkreis,Kreis,164,0,217153,0,,
R_VVYOhAwWQzJTKcp,8605,Steiermark,Kapfenberg,Kreis,276,0,22600,0,,
R_2v32ljXgXcUXPzG,9117,Sachsen,Chemnitz,Stadt,1114,0,246334,0,,
R_2dZ61gNy6a6QgY4,9120,Sachsen,Chemnitz,Stadt,1114,0,246334,0,,
R_PUH4naWlTIZafRv,9123,Sachsen,Chemnitz,Stadt,1114,0,246334,0,,
R_exSoE0Mzqi4luM1,9125,Sachsen,Chemnitz,Stadt,1114,0,246334,0,,
R_pE0un7t7MLiLms9,9126,Sachsen,Chemnitz,Stadt,1114,0,246334,0,,
R_1ps9KJpfs7pDnqQ,9130,Sachsen,Chemnitz,Stadt,1114,0,246334,0,,
R_3hyCDTtYHnBBNPy,9130,Sachsen,Chemnitz,Stadt,1114,0,246334,0,,
R_2ZBm7Jzz9OyAjp2,80539,Bayern,München,Stadt,4777,0,1484226,1,,
R_2PpUCTPqklzmj62,9322,Sachsen,Mittelsachsen,Kreis,143,1,241285,0,,
R_2zwKki5C5mC0R6n,9350,Sachsen,Zwickau,Kreis,370,0,72041,0,,
R_3PovYZNq8jRPIHE,9456,Sachsen,Erzgebirgskreis,Kreis,173,0,213337,0,,
R_xEhtdlwR3mGwF2N,9496,Sachsen,Erzgebirgskreis,Kreis,173,0,213337,0,,
R_3J3OHRLeizxAILl,9526,Sachsen,Erzgebirgskreis,Kreis,173,0,213337,0,,
R_PUTDMS3wVkCZs3f,9557,Sachsen,Mittelsachsen,Kreis,143,1,241285,0,,
R_3QKTvWGbedzReBO,9648,Sachsen,Mittelsachsen,Kreis,143,1,241285,0,,
R_dhjiOk6drB6EE8x,10115,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_OoL39JH6hq7fbGx,10117,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_31tQ3YsfoVf1zdA,10117,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_1fZyTpXbXINrDgT,10119,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_2fdnUrviszbGo3K,10178,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_33rGmZR0wxUunUS,10179,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_3k1vi1TQk8qDi4j,10243,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_7VdKgbTwVUOhqdb,10243,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_2xVNW4DsQEwaSdC,10245,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_1igmYAL6cHVIZgn,10247,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_2QFiien2xEIcSG2,10247,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_3HtXw8Ex7N9cIAI,10249,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_3fcUI8RTqGDRbQR,10315,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_1gSKZ1MrvFvWZea,10317,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_PHBzOLq4ghprMS5,10317,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_bJTKyOePifBdDnX,10317,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_3oN0HlvkxN6SYne,10318,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_2V2Xag7a8CJAi6n,10318,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_1pSwEYtuE1NkArw,10367,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_6DSCIa0GydcZ9zr,10367,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_PvMhg0WewLnn8yZ,10405,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_SH8Vzr3Oum37CJX,10405,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_290J0Qcz67DfeUK,10437,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_1GBTy85epZIdnLu,10555,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_2tbRtzx8gKBFmSf,10557,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_3QJjBzokjHAHn5z,10559,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_Pur7ufxaY1wakHD,10559,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_WCCWUsI7vNZq2Gt,10585,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_0HErAl44de1cUCJ,10623,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_2s56KCxfc9raN51,10623,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_27KgNafMhPVJJEK,10629,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_3NWWfBlZCqnX6z3,10715,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_2QEZeMyf8hyIt12,10777,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_25u44hJ99Vje2iN,10779,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_3JIb49M43EKbyte,10783,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_a4V5iI4d5JLNACB,10783,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_1mLyziJRjvkF9OQ,10825,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_1Cx2rmH4EQQotHD,10965,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_1hGaET7PcdjMgwP,10967,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_2BeQAJ27PXLvawR,10997,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_1l03XqvFOlDUmBz,10997,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_4IbfF7yr9SKQVON,10997,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_WAjfo42dE4YvGNz,10997,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_vqqNFLRxxkf1nEZ,10999,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_1mmXgamiCIqf6EC,56068,Rheinland-Pfalz,Koblenz,Stadt,1084,0,114052,0,,
R_2bWyYU0ejQL5yrS,12047,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_1QhF7WeWWbfb2dv,12047,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_2CIMB7f4g4QWLdz,12047,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_3Jw6hG6r5CoO1bB,12053,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_27dr7EqZGTj37Je,12103,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_12yajxK400zPu7X,12109,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_x3MxQ4JZaAW5OE1,12109,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_2txPKNlCefqmGKl,12167,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_1WSG6HskZJ1GeZj,12205,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_1NCaMBCqu3Fuls0,12205,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_2aXmy8sqGZ2H7pP,12249,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_3NOGFhVsvvVkjPk,12249,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_1JCuFsiqMDCLDhq,12277,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_1P5W4jZf00pPH1M,85128,Bayern,Eichstätt,Kreis,124,1,107151,0,,
R_31pCaQpDut8SKSi,12355,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_wRUEZ4nQ9jLGsqR,12357,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_1pQnGbvFU8VB0rV,12435,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_roQyof0zWedhlLP,12435,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_1eQwmdL7S1E01yz,12437,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_3GwRx7jME6NFdcA,12524,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_1Kl5wTLcNjyMqhV,12557,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_2YaI4hO6mmcq6qY,12619,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_3lYRbLoV4isP7ro,12623,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_3G7zZlbtE82uB7o,12627,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_3MEVMcTtO7iLaSq,12627,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_e9fd8FFSLsdUcwN,12629,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_1Csx0FlYoHSZ5I8,12679,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_0r1nrq2qLnCfGx3,12681,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_2dNl8mfGUlsGBDe,12685,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_Qh1tIqrtV0S2dOh,13053,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_2tgtDHBwnujVC1P,13086,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_110l8DIxv8oQFxq,13088,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_1OBOyXYXQihe4Ab,13089,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_2tao4FAf6puQ1Ww,13125,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_1jPxIoZfe6I6Rz8,13127,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_3ENd2MYoCeUtcGE,13187,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_2UirvOQhlDZyVLn,13187,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_2uPxllgQqCfwofq,13347,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_2Sc6e1LnhWC12Ma,13353,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_z7gE0v1rdtT0Bu9,13353,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_cHfob2tYkgDjNIJ,63927,Bayern,Miltenberg,Kreis,195,0,119206,0,,
R_2axhGAcZiTFlUFv,13357,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_3NJQ3jSqaNtAuHQ,13357,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_SMBqlLKThbotYeB,13359,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_vvK8d1IiJuvohah,13407,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_2S2ArHlFTWIFmAX,13409,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_1dn0YAcTrDgP9p3,13409,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_UsFodUcJeypWlnb,13435,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_w4tEb8i4JmSVaxP,13439,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_3oSbUUYuQuEnZ9d,13465,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_29tZ32a08t7cYD2,13465,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_Z9lYixslzO3yPHr,13467,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_2zIyaKaRW4hhd83,13467,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_3L53gPDLcBKQqxk,13581,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_3haKEQe6Ly8eA1b,13581,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_3sypz8WfhUaKOw1,13589,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_1ilFRU6HLIkiVaZ,13589,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_1Qn3Xdstdb4kR7c,13599,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_33mzsXe3FaPRERc,14163,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_1nNsu1HeBwTaNuO,14165,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_4Pb0cmsEGPo1RJv,14167,Berlin,Berlin,Stadt,4118,0,3669491,1,,
R_2wdat3rd10Glft3,14469,Brandenburg,Potsdam,Stadt,958,0,180334,0,,
R_1YaU5PMqN4oSAOR,14478,Brandenburg,Potsdam,Stadt,958,0,180334,0,,
R_31sGBGtov8ujJ2o,14482,Brandenburg,Potsdam,Stadt,958,0,180334,0,,
R_RQdmnmeHYypmTuN,14513,Brandenburg,Potsdam-Mittelmark,Kreis,84,1,216566,0,,
R_rjBveP1HvMwsAXT,14542,Brandenburg,Potsdam-Mittelmark,Kreis,84,1,216566,0,,
R_2ZOl7E17aPEPp09,14547,Brandenburg,Potsdam-Mittelmark,Kreis,84,1,216566,0,,
R_vcN0QVXT2g8XYsh,14641,Brandenburg,Havelland,Kreis,95,1,162577,0,,
R_2dA8Eo9zpWfENug,14822,Brandenburg,Potsdam-Mittelmark,Kreis,84,1,216566,0,,
R_1NmOxqR85weBSVK,15236,Brandenburg,Frankfurt Oder,Stadt,391,0,57751,0,,
R_1hKyH0n4F9AKP2w,15295,Brandenburg,Oder-Spree,Kreis,79,1,178803,0,,
R_ehXFunJ3WfiyhNv,15370,Brandenburg,Märkisch-Oderland,Kreis,104,1,167920,0,,
R_1EY7b9iXVLhySSo,15569,Brandenburg,Oder-Spree,Kreis,79,1,178803,0,,
R_2bGXs7OLlpuFgJb,15711,Brandenburg,Dahme-Spreewald,Kreis,70,1,154521,0,,
R_33dm34CNNrAb9ZC,15711,Brandenburg,Dahme-Spreewald,Kreis,70,1,154521,0,,
R_7aosRRRkJr4fsT7,15732,Brandenburg,Dahme-Spreewald,Kreis,70,1,154521,0,,
R_1gGRKrkUg2GXBQE,15748,Brandenburg,Dahme-Spreewald,Kreis,70,1,154521,0,,
R_3qVzwOwdY0oV2kn,15749,Brandenburg,Dahme-Spreewald,Kreis,70,1,154521,0,,
R_2AXNGazMknBqmQH,15831,Brandenburg,Dahme-Spreewald,Kreis,70,1,154521,0,,
R_1j8mswN0JnEqkzj,15848,Brandenburg,Dahme-Spreewald,Kreis,70,1,154521,0,,
R_23TWQvVOc6IfLdU,15890,Brandenburg,Oder-Spree,Kreis,79,1,178803,0,,
